machine_id,cycle,day,day_in_cycle,temperature,vibration,rpm,load,service_flag,failure_event
2,7,1123,43,71.19,0.0783,1478.4,35.3,0,0
2,7,1124,44,74.17,0.1032,1476.9,62.3,0,0
2,7,1125,45,72.96,0.1156,1481.0,57.0,0,0
2,7,1126,46,72.44,0.1048,1483.4,60.0,0,0
2,7,1127,47,73.64,0.1161,1484.1,65.1,0,0
2,7,1128,48,76.98,0.1427,1479.9,87.5,0,0
2,7,1129,49,73.56,0.1112,1483.0,67.8,0,0
2,7,1130,50,76.51,0.1277,1480.4,86.3,0,0
2,7,1131,51,72.96,0.1065,1484.1,59.8,0,0
2,7,1132,52,71.26,0.1109,1478.0,44.4,0,0
2,7,1133,53,72.74,0.125,1475.8,58.1,0,0
2,7,1134,54,74.0,0.1196,1479.2,72.5,0,0
2,7,1135,55,73.18,0.1148,1477.6,70.7,0,0
2,7,1136,56,73.77,0.1121,1479.2,59.5,0,0
2,7,1137,57,75.44,0.1172,1477.4,66.1,0,0
2,7,1138,58,73.68,0.1205,1479.7,59.1,0,0
2,7,1139,59,73.03,0.1286,1479.8,48.8,0,0
2,7,1140,60,74.85,0.1117,1476.7,71.2,0,0
2,7,1141,61,78.57,0.1467,1485.5,93.2,0,0
2,7,1142,62,75.67,0.1381,1478.2,80.1,0,0
2,7,1143,63,80.2,0.1318,1472.0,98.0,0,0
2,7,1144,64,75.51,0.1326,1475.9,80.2,0,0
2,7,1145,65,73.48,0.1166,1478.1,65.2,0,0
2,7,1146,66,72.07,0.1053,1475.4,49.8,0,0
2,7,1147,67,74.24,0.093,1479.8,63.2,0,0
2,7,1148,68,75.03,0.107,1481.2,75.0,0,0
2,7,1149,69,77.29,0.1438,1478.7,86.0,0,0
2,7,1150,70,74.72,0.1271,1480.3,75.5,0,0
2,7,1151,71,74.39,0.1042,1476.8,63.6,0,0
2,7,1152,72,78.88,0.1143,1484.3,91.2,0,0
2,7,1153,73,76.81,0.1338,1477.5,84.5,0,0
2,7,1154,74,72.75,0.1242,1478.9,53.2,0,0
2,7,1155,75,76.95,0.1326,1479.4,82.6,0,0
2,7,1156,76,72.9,0.1066,1478.7,51.7,0,0
2,7,1157,77,81.72,0.1397,1478.9,98.0,0,0
2,7,1158,78,74.88,0.0954,1481.4,68.0,0,0
2,7,1159,79,78.09,0.1106,1478.3,59.1,0,0
2,7,1160,80,74.89,0.1083,1475.7,51.8,0,0
2,7,1161,81,73.88,0.1082,1476.9,62.7,0,0
2,7,1162,82,79.2,0.1355,1473.2,90.4,0,0
2,7,1163,83,76.3,0.124,1477.6,82.5,0,0
2,7,1164,84,74.34,0.1165,1479.1,69.4,0,0
2,7,1165,85,77.41,0.125,1483.1,86.5,0,0
2,7,1166,86,74.33,0.1258,1481.3,56.6,0,0
2,7,1167,87,72.76,0.0859,1475.5,37.7,0,0
2,7,1168,88,72.4,0.0923,1475.8,35.0,0,0
2,7,1169,89,74.0,0.1182,1477.3,47.6,0,0
2,7,1170,90,80.36,0.1318,1481.0,98.0,0,0
2,7,1171,91,79.14,0.1361,1478.5,92.9,0,0
2,7,1172,92,78.47,0.1229,1474.8,92.4,0,0
2,7,1173,93,80.28,0.1398,1476.9,94.8,0,0
2,7,1174,94,74.83,0.1339,1479.8,71.3,0,0
2,7,1175,95,73.99,0.1133,1483.2,61.6,0,0
2,7,1176,96,76.97,0.1542,1476.3,84.9,0,0
2,7,1177,97,74.85,0.1107,1480.4,72.7,0,0
2,7,1178,98,76.5,0.1546,1476.6,81.6,0,0
2,7,1179,99,77.98,0.1422,1482.9,90.1,0,0
2,7,1180,100,74.31,0.1216,1481.1,77.9,0,0
2,7,1181,101,72.88,0.1256,1482.0,50.6,0,1
2,7,1182,102,75.69,0.1703,1477.0,40.4,0,0
2,7,1183,103,77.47,0.1338,1468.8,81.8,0,0
2,7,1184,104,75.9,0.1513,1473.6,69.4,0,0
2,7,1185,105,79.36,0.2087,1475.3,92.4,0,0
2,7,1186,106,77.53,0.1748,1482.8,84.5,0,0
2,7,1187,107,83.54,0.2138,1473.7,90.3,0,0
2,7,1188,108,74.02,0.1364,1483.8,67.0,0,0
2,7,1189,109,75.86,0.2178,1475.9,75.2,0,0
2,7,1190,110,80.44,0.1413,1483.8,81.5,0,0
2,7,1191,111,79.12,0.2054,1480.3,85.8,0,0
2,7,1192,112,75.39,0.1433,1475.5,75.6,0,0
2,7,1193,113,77.8,0.1314,1480.7,83.6,0,0
2,7,1194,114,80.74,0.2311,1477.5,98.0,0,0
2,7,1195,115,73.26,0.1569,1481.7,56.5,0,0
2,7,1196,116,79.12,0.1418,1476.4,48.5,0,0
2,7,1197,117,77.04,0.1708,1482.7,68.2,0,0
2,7,1198,118,73.5,0.1118,1481.8,52.7,0,0
2,7,1199,119,74.27,0.1337,1480.1,55.8,0,0
2,7,1200,120,75.02,0.1197,1478.0,76.5,0,0
2,7,1201,121,76.71,0.169,1483.1,76.7,0,0
2,7,1202,122,74.57,0.1366,1476.8,66.7,0,0
2,7,1203,123,73.84,0.1486,1478.3,69.5,0,0
2,7,1204,124,77.77,0.1263,1479.0,89.6,0,0
2,7,1205,125,76.89,0.1318,1489.7,60.2,0,0
2,7,1206,126,78.6,0.1359,1477.6,55.3,0,0
2,7,1207,127,73.84,0.1109,1479.3,65.7,0,0
2,7,1208,128,81.35,0.2318,1477.8,98.0,0,0
2,7,1209,129,74.0,0.1697,1478.4,50.3,0,0
2,7,1210,130,77.28,0.179,1478.6,44.2,0,0
2,7,1211,131,74.02,0.1301,1477.5,64.4,0,0
2,7,1212,132,74.38,0.2066,1483.2,65.1,0,0
2,7,1213,133,85.97,0.1662,1481.0,98.0,0,0
2,7,1214,134,74.96,0.0997,1477.9,70.3,0,0
2,7,1215,135,79.34,0.1324,1475.6,70.1,0,0
2,7,1216,136,77.33,0.2011,1475.2,48.6,0,0
2,7,1217,137,72.71,0.1384,1487.0,52.7,0,0
2,7,1218,138,78.33,0.1334,1482.0,89.4,0,0
2,7,1219,139,78.21,0.2692,1481.3,84.1,0,0
2,7,1220,140,75.86,0.1826,1489.8,77.6,0,0
2,7,1221,141,75.77,0.1873,1474.3,69.3,0,0
2,7,1222,142,80.55,0.129,1478.5,78.0,0,0
2,7,1223,143,76.01,0.1914,1479.6,51.9,0,0
2,7,1224,144,73.93,0.1619,1481.8,56.5,0,0
2,7,1225,145,73.13,0.1186,1486.0,75.7,0,0
2,7,1226,146,75.76,0.172,1481.2,68.1,0,0
2,7,1227,147,77.97,0.2054,1465.5,64.4,0,0
2,7,1228,148,76.56,0.1781,1476.1,64.2,0,0
2,7,1229,149,75.08,0.1475,1476.8,55.7,0,0
2,7,1230,150,74.01,0.1648,1480.4,71.6,0,0
2,7,1231,151,80.93,0.1464,1484.1,72.9,0,0
2,7,1232,152,81.47,0.113,1491.3,84.6,0,0
2,7,1233,153,74.66,0.1432,1476.2,69.4,0,0
2,7,1234,154,77.69,0.2336,1478.2,93.0,0,0
2,7,1235,155,79.44,0.1204,1473.7,71.2,0,0
2,7,1236,156,74.14,0.2287,1485.6,60.4,0,0
2,7,1237,157,78.87,0.131,1482.0,55.7,0,0
2,7,1238,158,71.17,0.1406,1481.1,40.8,0,0
2,7,1239,159,75.81,0.1255,1467.5,82.0,0,0
2,7,1240,160,74.75,0.1129,1485.5,35.0,0,0
2,7,1241,161,72.36,0.1154,1480.6,53.1,0,0
2,7,1242,162,79.55,0.1275,1478.2,76.0,0,0
2,7,1243,163,73.75,0.1194,1477.7,77.6,0,0
2,7,1244,164,75.47,0.2226,1489.6,61.1,0,0
2,7,1245,165,73.94,0.1946,1481.0,53.5,0,0
2,7,1246,166,73.77,0.2064,1486.8,71.1,0,0
2,7,1247,167,79.98,0.1465,1477.9,74.4,0,0
2,7,1248,168,76.36,0.1241,1488.3,78.8,0,0
2,7,1249,169,77.41,0.1024,1473.9,86.3,0,0
2,7,1250,170,72.82,0.1318,1480.5,59.7,0,0
2,7,1251,171,74.86,0.1959,1478.6,56.1,0,0
2,7,1252,172,76.56,0.1927,1477.9,49.8,0,0
2,7,1253,173,73.05,0.2126,1482.8,63.8,0,0
2,7,1254,174,73.95,0.1615,1480.9,68.8,0,0
2,7,1255,175,81.39,0.1302,1474.0,93.4,0,0
2,7,1256,176,69.71,0.1453,1473.5,48.6,0,0
2,7,1257,177,73.1,0.2151,1474.6,65.4,0,0
2,7,1258,178,70.78,0.2089,1478.4,35.0,0,0
2,7,1259,179,71.5,0.1714,1489.2,51.6,0,0
2,7,1260,180,72.53,0.1251,1481.7,76.3,0,0
3,7,1081,1,67.01,0.1656,1434.2,79.3,1,0
3,7,1082,2,69.73,0.1542,1426.7,87.7,0,0
3,7,1083,3,72.58,0.1555,1428.1,98.0,0,0
3,7,1084,4,66.75,0.1568,1428.2,70.3,0,0
3,7,1085,5,67.99,0.1486,1427.0,72.0,0,0
3,7,1086,6,65.32,0.1566,1424.4,57.7,0,0
3,7,1087,7,67.65,0.1551,1421.8,74.1,0,0
3,7,1088,8,66.11,0.1548,1428.0,67.5,0,0
3,7,1089,9,65.98,0.161,1429.1,64.8,0,0
3,7,1090,10,65.84,0.1392,1426.1,61.0,0,0
3,7,1091,11,63.57,0.1334,1424.4,35.0,0,0
3,7,1092,12,64.66,0.1569,1429.2,50.1,0,0
3,7,1093,13,66.68,0.1639,1422.4,61.3,0,0
3,7,1094,14,66.51,0.1335,1427.3,63.3,0,0
3,7,1095,15,66.55,0.1686,1421.1,71.2,0,0
3,7,1096,16,64.21,0.134,1426.6,39.4,0,0
3,7,1097,17,65.58,0.1437,1427.4,50.7,0,0
3,7,1098,18,64.89,0.1484,1424.6,47.7,0,0
3,7,1099,19,72.48,0.1741,1425.3,95.5,0,0
3,7,1100,20,67.59,0.1581,1428.3,74.6,0,0
3,7,1101,21,66.06,0.1583,1426.8,64.3,0,0
3,7,1102,22,66.81,0.1519,1424.0,67.9,0,0
3,7,1103,23,70.06,0.1756,1427.4,83.0,0,0
3,7,1104,24,66.83,0.1537,1428.8,51.7,0,0
3,7,1105,25,65.81,0.1364,1424.2,48.0,0,0
3,7,1106,26,66.18,0.1505,1425.8,44.7,0,0
3,7,1107,27,67.65,0.1611,1428.2,67.8,0,0
3,7,1108,28,66.52,0.1207,1425.2,52.1,0,0
3,7,1109,29,66.75,0.1597,1424.7,68.2,0,0
3,7,1110,30,73.24,0.1604,1428.5,98.0,0,0
3,7,1111,31,67.7,0.1574,1423.2,68.2,0,0
3,7,1112,32,72.31,0.1654,1427.8,88.9,0,0
3,7,1113,33,73.67,0.1722,1429.4,98.0,0,0
3,7,1114,34,68.27,0.1477,1426.8,71.8,0,0
3,7,1115,35,68.49,0.1698,1427.3,65.8,0,0
3,7,1116,36,71.41,0.1447,1426.4,83.3,0,0
3,7,1117,37,69.43,0.1503,1426.5,77.5,0,0
3,7,1118,38,66.81,0.1614,1424.8,53.3,0,0
3,7,1119,39,67.33,0.1412,1427.7,58.4,0,0
3,7,1120,40,70.75,0.1686,1428.2,83.9,0,0
3,7,1121,41,68.38,0.1527,1428.0,60.0,0,0
3,7,1122,42,68.03,0.1472,1429.7,67.0,0,0
3,7,1123,43,68.26,0.1548,1424.6,61.7,0,0
3,7,1124,44,69.1,0.1262,1427.0,64.0,0,0
3,7,1125,45,66.71,0.1351,1429.0,52.2,0,0
3,7,1126,46,65.92,0.1631,1429.5,54.0,0,0
3,7,1127,47,68.4,0.1619,1428.9,68.1,0,0
3,7,1128,48,68.53,0.1549,1426.9,67.8,0,0
3,7,1129,49,70.78,0.1525,1431.4,78.6,0,0
3,7,1130,50,71.45,0.1619,1425.5,86.5,0,0
3,7,1131,51,68.41,0.1282,1425.2,66.7,0,0
3,7,1132,52,68.67,0.1481,1428.5,65.0,0,0
3,7,1133,53,67.67,0.1408,1424.9,60.5,0,0
3,7,1134,54,68.84,0.154,1424.1,74.3,0,0
3,7,1135,55,67.55,0.1508,1428.9,60.1,0,0
3,7,1136,56,67.89,0.1588,1423.8,67.7,0,0
3,7,1137,57,68.98,0.1563,1426.0,61.0,0,0
3,7,1138,58,69.16,0.131,1424.8,58.7,0,0
3,7,1139,59,66.68,0.2437,1429.4,46.8,0,0
3,7,1140,60,68.65,0.1644,1428.6,68.1,0,0
3,7,1141,61,74.15,0.1678,1425.1,94.0,0,0
3,7,1142,62,75.41,0.1937,1424.2,98.0,0,0
3,7,1143,63,72.31,0.1731,1426.7,89.4,0,0
3,7,1144,64,70.99,0.1491,1428.0,82.2,0,0
3,7,1145,65,67.01,0.1241,1422.2,42.0,0,0
3,7,1146,66,68.82,0.1526,1426.3,56.5,0,0
3,7,1147,67,71.35,0.155,1423.8,79.5,0,0
3,7,1148,68,69.96,0.173,1427.6,77.9,0,0
3,7,1149,69,70.08,0.1639,1426.2,76.9,0,0
3,7,1150,70,70.67,0.1812,1424.7,76.5,0,0
3,7,1151,71,70.63,0.1562,1422.1,75.8,0,0
3,7,1152,72,68.44,0.1734,1428.8,75.0,0,0
3,7,1153,73,67.0,0.1483,1424.9,47.0,0,0
3,7,1154,74,70.48,0.1533,1428.4,73.4,0,0
3,7,1155,75,70.88,0.1506,1427.6,73.1,0,0
3,7,1156,76,69.5,0.1527,1429.3,63.3,0,0
3,7,1157,77,71.96,0.1653,1424.3,81.2,0,0
3,7,1158,78,69.19,0.1796,1427.8,71.5,0,0
3,7,1159,79,70.68,0.1521,1426.6,68.8,0,0
3,7,1160,80,67.69,0.1313,1424.6,43.9,0,0
3,7,1161,81,69.32,0.1323,1429.6,57.6,0,0
3,7,1162,82,70.49,0.1644,1421.7,75.8,0,0
3,7,1163,83,70.89,0.1616,1427.2,75.4,0,0
3,7,1164,84,70.72,0.1616,1425.5,74.7,0,0
3,7,1165,85,68.3,0.1642,1425.2,64.5,0,0
3,7,1166,86,70.54,0.1593,1424.2,81.7,0,0
3,7,1167,87,66.82,0.1189,1431.9,39.5,0,0
3,7,1168,88,68.07,0.1491,1429.0,35.0,0,0
3,7,1169,89,69.69,0.1463,1430.6,62.0,0,0
3,7,1170,90,74.27,0.1703,1426.1,95.5,0,0
3,7,1171,91,74.71,0.1791,1425.0,98.0,0,0
3,7,1172,92,74.81,0.1891,1426.1,94.1,0,0
3,7,1173,93,71.5,0.1619,1431.9,81.1,0,0
3,7,1174,94,68.55,0.158,1423.5,67.5,0,0
3,7,1175,95,68.08,0.1589,1427.2,56.4,0,0
3,7,1176,96,71.34,0.1892,1426.6,80.6,0,0
3,7,1177,97,73.0,0.1588,1423.7,86.3,0,0
3,7,1178,98,72.32,0.1587,1423.2,80.0,0,0
3,7,1179,99,75.0,0.1766,1425.9,98.0,0,0
3,7,1180,100,69.28,0.1731,1423.6,73.1,0,0
3,7,1181,101,78.06,0.1489,1422.2,60.0,0,0
3,7,1182,102,68.4,0.1544,1428.5,57.1,0,0
3,7,1183,103,72.69,0.2772,1425.5,78.2,0,1
3,7,1184,104,70.33,0.1764,1425.9,72.3,0,0
3,7,1185,105,67.52,0.1365,1426.4,45.2,0,0
3,7,1186,106,70.92,0.2138,1426.8,83.4,0,0
3,7,1187,107,68.46,0.2239,1425.7,65.5,0,0
3,7,1188,108,67.96,0.2072,1424.3,59.7,0,0
3,7,1189,109,69.16,0.2382,1422.7,38.8,0,0
3,7,1190,110,68.78,0.1345,1421.4,68.2,0,0
3,7,1191,111,72.79,0.1576,1423.6,81.5,0,0
3,7,1192,112,75.73,0.2338,1424.6,78.1,0,0
3,7,1193,113,69.33,0.165,1427.8,73.4,0,0
3,7,1194,114,72.18,0.1542,1426.4,71.3,0,0
3,7,1195,115,77.19,0.1671,1426.5,88.5,0,0
3,7,1196,116,67.64,0.1788,1429.3,44.6,0,0
3,7,1197,117,67.02,0.1369,1431.4,40.2,0,0
3,7,1198,118,67.42,0.1535,1424.5,54.8,0,0
3,7,1199,119,73.75,0.1566,1423.5,61.4,0,0
3,7,1200,120,75.76,0.2887,1429.0,95.7,0,0
3,7,1201,121,76.46,0.2628,1430.5,98.0,0,0
3,7,1202,122,75.43,0.1658,1440.8,96.0,0,0
3,7,1203,123,67.96,0.2016,1432.1,69.5,0,0
3,7,1204,124,75.57,0.1554,1425.7,75.4,0,0
3,7,1205,125,70.13,0.2373,1427.5,71.4,0,0
3,7,1206,126,75.59,0.1988,1423.2,77.2,0,0
3,7,1207,127,70.19,0.1867,1423.9,74.4,0,0
3,7,1208,128,69.11,0.2834,1424.6,72.8,0,0
3,7,1209,129,69.53,0.2854,1417.9,50.8,0,0
3,7,1210,130,71.23,0.2097,1427.8,54.7,0,0
3,7,1211,131,72.08,0.2733,1425.2,67.9,0,0
3,7,1212,132,68.73,0.3002,1430.2,73.1,0,0
3,7,1213,133,74.26,0.186,1426.9,74.6,0,0
3,7,1214,134,72.66,0.1929,1427.2,80.3,0,0
3,7,1215,135,76.05,0.1843,1425.7,91.9,0,0
3,7,1216,136,72.49,0.1934,1422.6,35.0,0,0
3,7,1217,137,70.42,0.1458,1422.3,49.3,0,0
3,7,1218,138,73.52,0.2299,1429.7,54.3,0,0
3,7,1219,139,69.16,0.1677,1427.3,67.6,0,0
3,7,1220,140,74.84,0.2475,1424.2,66.2,0,0
3,7,1221,141,69.41,0.185,1430.2,79.7,0,0
3,7,1222,142,73.67,0.1768,1432.0,68.1,0,0
3,7,1223,143,69.0,0.211,1426.1,55.8,0,0
3,7,1224,144,71.96,0.1775,1423.8,42.7,0,0
3,7,1225,145,71.23,0.2587,1426.2,80.2,0,0
3,7,1226,146,68.27,0.1488,1423.3,59.6,0,0
3,7,1227,147,71.66,0.154,1428.3,70.7,0,0
3,7,1228,148,66.89,0.1201,1427.2,49.0,0,0
3,7,1229,149,69.37,0.1735,1428.6,69.1,0,0
3,7,1230,150,69.75,0.1666,1426.3,71.3,0,0
3,7,1231,151,67.4,0.2452,1423.8,59.8,0,0
3,7,1232,152,75.34,0.1862,1425.8,88.1,0,0
3,7,1233,153,78.88,0.2266,1430.7,98.0,0,0
3,7,1234,154,77.72,0.1786,1427.9,90.8,0,0
3,7,1235,155,67.13,0.2092,1418.5,69.6,0,0
3,7,1236,156,74.18,0.1717,1429.9,76.8,0,0
3,7,1237,157,71.21,0.272,1427.8,50.9,0,0
3,7,1238,158,67.36,0.2719,1424.2,47.8,0,0
3,7,1239,159,73.24,0.1577,1433.1,74.7,0,0
3,7,1240,160,74.02,0.2025,1427.7,98.0,0,0
3,7,1241,161,69.99,0.2183,1431.3,73.8,0,0
3,7,1242,162,69.52,0.2113,1425.6,79.0,0,0
3,7,1243,163,68.8,0.1973,1426.5,76.6,0,0
3,7,1244,164,65.8,0.2011,1418.5,52.3,0,0
3,7,1245,165,69.43,0.2409,1420.4,55.3,0,0
3,7,1246,166,67.93,0.1665,1426.9,77.1,0,0
3,7,1247,167,68.91,0.1908,1419.6,76.6,0,0
3,7,1248,168,69.85,0.2869,1421.3,83.3,0,0
3,7,1249,169,70.03,0.2189,1421.6,85.4,0,0
3,7,1250,170,67.3,0.1852,1421.8,66.8,0,0
3,7,1251,171,66.45,0.1658,1420.8,56.4,0,0
3,7,1252,172,64.87,0.1529,1429.0,45.6,0,0
3,7,1253,173,76.22,0.1582,1424.4,38.8,0,0
3,7,1254,174,73.3,0.1803,1426.8,98.0,0,0
3,7,1255,175,68.79,0.2416,1421.4,78.9,0,0
3,7,1256,176,69.08,0.1668,1426.1,66.9,0,0
3,7,1257,177,70.5,0.2185,1429.0,54.1,0,0
3,7,1258,178,65.79,0.1617,1416.3,48.0,0,0
3,7,1259,179,66.42,0.2444,1413.4,43.9,0,0
3,7,1260,180,67.55,0.2447,1424.1,71.4,0,0
4,7,1081,1,76.79,0.1255,1435.2,89.3,1,0
4,7,1082,2,76.65,0.104,1437.2,84.0,0,0
4,7,1083,3,74.29,0.1076,1430.0,64.4,0,0
4,7,1084,4,71.99,0.0844,1434.5,59.0,0,0
4,7,1085,5,72.34,0.0747,1434.6,57.2,0,0
4,7,1086,6,74.57,0.1049,1438.7,69.8,0,0
4,7,1087,7,79.23,0.0977,1434.6,98.0,0,0
4,7,1088,8,73.79,0.0761,1434.2,64.9,0,0
4,7,1089,9,72.86,0.0792,1435.8,58.1,0,0
4,7,1090,10,71.48,0.0807,1437.3,50.4,0,0
4,7,1091,11,72.68,0.0859,1434.2,50.3,0,0
4,7,1092,12,74.25,0.0878,1432.6,71.9,0,0
4,7,1093,13,74.61,0.1082,1432.9,77.0,0,0
4,7,1094,14,76.06,0.0819,1434.6,72.9,0,0
4,7,1095,15,73.32,0.0908,1435.0,49.5,0,0
4,7,1096,16,72.48,0.0966,1434.0,53.6,0,0
4,7,1097,17,74.09,0.0763,1434.7,57.6,0,0
4,7,1098,18,73.49,0.0997,1436.0,68.4,0,0
4,7,1099,19,73.83,0.0761,1431.1,57.4,0,0
4,7,1100,20,72.77,0.0918,1435.3,63.2,0,0
4,7,1101,21,77.47,0.1015,1435.2,84.4,0,0
4,7,1102,22,73.87,0.0783,1436.5,60.0,0,0
4,7,1103,23,74.02,0.0863,1435.9,57.2,0,0
4,7,1104,24,72.65,0.0968,1437.9,46.4,0,0
4,7,1105,25,77.5,0.0886,1434.0,82.9,0,0
4,7,1106,26,73.49,0.0762,1433.3,52.1,0,0
4,7,1107,27,74.67,0.1072,1435.7,64.7,0,0
4,7,1108,28,72.39,0.0744,1437.1,49.9,0,0
4,7,1109,29,74.12,0.0946,1433.9,67.3,0,0
4,7,1110,30,82.3,0.1124,1430.9,98.0,0,1
4,7,1111,31,74.43,0.0577,1439.4,61.9,0,0
4,7,1112,32,74.14,0.0985,1426.4,74.2,0,0
4,7,1113,33,81.23,0.0832,1438.9,98.0,0,0
4,7,1114,34,75.99,0.1044,1439.4,74.1,0,0
4,7,1115,35,77.2,0.12,1436.7,77.8,0,0
4,7,1116,36,82.37,0.1151,1432.7,98.0,0,0
4,7,1117,37,75.05,0.0879,1435.9,70.6,0,0
4,7,1118,38,73.19,0.0856,1434.7,42.0,0,0
4,7,1119,39,74.79,0.0719,1433.7,57.6,0,0
4,7,1120,40,75.73,0.0765,1437.7,64.0,0,0
4,7,1121,41,76.48,0.1242,1437.6,79.9,0,0
4,7,1122,42,75.9,0.1092,1434.1,63.3,0,0
4,7,1123,43,75.13,0.0857,1439.8,68.9,0,0
4,7,1124,44,74.13,0.0659,1440.1,50.2,0,0
4,7,1125,45,74.01,0.094,1437.6,52.8,0,0
4,7,1126,46,73.31,0.0712,1436.0,50.7,0,0
4,7,1127,47,76.45,0.0869,1436.6,67.9,0,0
4,7,1128,48,76.95,0.1011,1436.8,81.0,0,0
4,7,1129,49,76.02,0.0748,1435.4,57.8,0,0
4,7,1130,50,76.26,0.0883,1439.4,72.4,0,0
4,7,1131,51,76.82,0.0817,1437.2,74.1,0,0
4,7,1132,52,74.12,0.0694,1430.4,47.7,0,0
4,7,1133,53,74.91,0.0758,1436.3,58.1,0,0
4,7,1134,54,75.43,0.0955,1434.8,70.5,0,0
4,7,1135,55,77.35,0.081,1433.7,58.0,0,0
4,7,1136,56,75.17,0.0859,1435.8,64.5,0,0
4,7,1137,57,75.02,0.0653,1433.8,53.5,0,0
4,7,1138,58,81.53,0.1135,1431.3,98.0,0,0
4,7,1139,59,75.8,0.0867,1440.3,43.7,0,0
4,7,1140,60,78.06,0.0993,1433.2,79.4,0,0
4,7,1141,61,78.46,0.102,1434.2,82.0,0,0
4,7,1142,62,79.92,0.0903,1436.2,91.0,0,0
4,7,1143,63,82.28,0.1195,1435.6,97.6,0,0
4,7,1144,64,79.93,0.1816,1434.3,86.0,0,0
4,7,1145,65,80.08,0.1144,1437.9,71.9,0,0
4,7,1146,66,78.12,0.0837,1435.9,46.6,0,0
4,7,1147,67,79.15,0.1201,1435.2,60.7,0,0
4,7,1148,68,76.56,0.1075,1437.8,67.9,0,0
4,7,1149,69,76.75,0.0876,1437.5,71.3,0,0
4,7,1150,70,77.35,0.1178,1439.7,78.7,0,0
4,7,1151,71,74.81,0.072,1438.5,41.1,0,0
4,7,1152,72,75.31,0.1446,1437.7,50.0,0,0
4,7,1153,73,75.62,0.0644,1431.2,39.8,0,0
4,7,1154,74,76.77,0.1525,1425.4,59.7,0,0
4,7,1155,75,75.97,0.1104,1436.2,48.9,0,0
4,7,1156,76,77.77,0.0777,1426.3,74.2,0,0
4,7,1157,77,82.65,0.1337,1433.4,95.0,0,0
4,7,1158,78,75.86,0.1044,1432.0,68.2,0,0
4,7,1159,79,76.81,0.1308,1434.0,67.2,0,0
4,7,1160,80,76.5,0.1271,1432.3,54.7,0,0
4,7,1161,81,75.32,0.0737,1436.0,50.3,0,0
4,7,1162,82,83.35,0.1823,1431.5,98.0,0,0
4,7,1163,83,79.06,0.1575,1440.0,78.3,0,0
4,7,1164,84,81.45,0.1677,1436.5,84.2,0,0
4,7,1165,85,80.02,0.1511,1433.7,75.3,0,0
4,7,1166,86,88.62,0.0864,1432.1,56.2,0,0
4,7,1167,87,75.1,0.0581,1437.3,37.4,0,0
4,7,1168,88,78.54,0.1542,1435.4,76.0,0,0
4,7,1169,89,80.38,0.0864,1440.2,68.6,0,0
4,7,1170,90,84.92,0.1859,1438.6,94.7,0,0
4,7,1171,91,82.38,0.1639,1436.0,98.0,0,0
4,7,1172,92,83.33,0.1628,1435.5,75.3,0,0
4,7,1173,93,79.19,0.1329,1432.6,81.0,0,0
4,7,1174,94,81.15,0.155,1439.9,88.1,0,0
4,7,1175,95,77.2,0.1468,1435.1,58.8,0,0
4,7,1176,96,77.38,0.0908,1433.2,75.4,0,0
4,7,1177,97,78.53,0.0927,1438.0,75.6,0,0
4,7,1178,98,82.27,0.1073,1432.6,98.0,0,0
4,7,1179,99,76.37,0.1553,1436.9,61.8,0,0
4,7,1180,100,76.79,0.0793,1439.2,65.7,0,0
4,7,1181,101,81.1,0.1322,1431.5,83.3,0,0
4,7,1182,102,81.52,0.0924,1432.1,52.3,0,0
4,7,1183,103,76.8,0.1515,1432.8,64.3,0,0
4,7,1184,104,76.93,0.0734,1434.2,69.1,0,0
4,7,1185,105,82.08,0.1755,1428.9,91.5,0,0
4,7,1186,106,77.98,0.1754,1431.6,73.6,0,0
4,7,1187,107,78.78,0.1056,1433.0,75.6,0,0
4,7,1188,108,75.6,0.1567,1433.1,58.6,0,0
4,7,1189,109,78.61,0.0677,1437.1,48.7,0,0
4,7,1190,110,82.39,0.1232,1435.0,70.5,0,0
4,7,1191,111,79.21,0.1347,1437.5,83.8,0,0
4,7,1192,112,83.93,0.0806,1447.1,74.9,0,0
4,7,1193,113,79.51,0.146,1439.5,84.6,0,0
4,7,1194,114,77.92,0.1186,1444.2,71.3,0,0
4,7,1195,115,81.44,0.143,1433.4,57.5,0,0
4,7,1196,116,75.96,0.0853,1441.3,45.4,0,0
4,7,1197,117,79.69,0.1086,1438.0,69.3,0,0
4,7,1198,118,76.3,0.1345,1439.0,66.5,0,0
4,7,1199,119,76.66,0.1519,1436.5,60.7,0,0
4,7,1200,120,81.52,0.1295,1425.2,87.7,0,0
4,7,1201,121,83.06,0.1176,1435.4,98.0,0,0
4,7,1202,122,87.99,0.1145,1435.0,98.0,0,0
4,7,1203,123,76.57,0.16,1431.8,74.3,0,0
4,7,1204,124,82.43,0.0961,1428.6,98.0,0,0
4,7,1205,125,86.64,0.1268,1439.4,90.7,0,0
4,7,1206,126,76.71,0.1356,1442.8,63.4,0,0
4,7,1207,127,78.16,0.1102,1435.4,79.3,0,0
4,7,1208,128,84.79,0.1222,1435.7,80.8,0,0
4,7,1209,129,81.85,0.1029,1435.0,75.8,0,0
4,7,1210,130,81.17,0.0834,1424.6,59.1,0,0
4,7,1211,131,76.41,0.0784,1442.6,60.3,0,0
4,7,1212,132,77.46,0.0989,1433.8,74.9,0,0
4,7,1213,133,79.17,0.1345,1442.9,80.4,0,0
